misc46.gif[0] GIF 900x150+0+0 PseudoClass 2c 8-bit 1.2Mi 0.000u 0m:0.000004s
misc46.gif[488] GIF 450x50+151+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[489] GIF 450x50+251+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[490] GIF 450x50+233+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[491] GIF 450x50+242+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000098s
misc46.gif[492] GIF 450x50+311+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[493] GIF 450x50+209+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[494] GIF 450x50+329+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[495] GIF 450x50+312+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[496] GIF 450x50+290+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[497] GIF 450x50+263+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[498] GIF 450x50+259+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[499] GIF 450x50+163+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[500] GIF 450x50+196+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[501] GIF 450x50+136+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[502] GIF 450x50+340+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[503] GIF 450x50+223+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[504] GIF 450x50+330+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[505] GIF 450x50+200+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[506] GIF 450x50+274+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000071s
misc46.gif[507] GIF 450x50+114+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[508] GIF 450x50+172+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000075s
misc46.gif[509] GIF 450x50+119+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[510] GIF 450x50+335+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000085s
misc46.gif[511] GIF 450x50+298+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[512] GIF 450x50+144+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[513] GIF 450x50+306+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[514] GIF 450x50+168+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[515] GIF 450x50+268+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[516] GIF 450x50+133+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000107s
misc46.gif[517] GIF 450x50+307+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000084s
misc46.gif[518] GIF 450x50+155+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[519] GIF 450x50+184+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[520] GIF 450x50+263+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[521] GIF 450x50+135+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[522] GIF 450x50+322+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[523] GIF 450x50+284+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000079s
misc46.gif[524] GIF 450x50+211+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[525] GIF 450x50+120+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[526] GIF 450x50+266+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[527] GIF 450x50+332+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[528] GIF 450x50+294+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[529] GIF 450x50+161+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[530] GIF 450x50+164+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[531] GIF 450x50+250+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[532] GIF 450x50+143+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000083s
misc46.gif[533] GIF 450x50+208+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[534] GIF 450x50+281+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000087s
misc46.gif[535] GIF 450x50+317+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[536] GIF 450x50+179+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[537] GIF 450x50+224+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[538] GIF 450x50+328+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000079s
misc46.gif[539] GIF 450x50+190+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[540] GIF 450x50+269+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[541] GIF 450x50+144+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[542] GIF 450x50+280+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[543] GIF 450x50+262+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[544] GIF 450x50+160+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[545] GIF 450x50+179+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000076s
misc46.gif[546] GIF 450x50+306+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000060s
misc46.gif[547] GIF 450x50+320+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[548] GIF 450x50+170+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000082s
misc46.gif[549] GIF 450x50+114+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[550] GIF 450x50+245+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000059s
misc46.gif[551] GIF 450x50+126+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[552] GIF 450x50+260+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[553] GIF 450x50+164+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[554] GIF 450x50+296+51 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[555] GIF 450x50+298+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[556] GIF 450x50+194+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
misc46.gif[557] GIF 450x50+203+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[558] GIF 450x50+166+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[559] GIF 450x50+254+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[560] GIF 450x50+272+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[561] GIF 450x50+235+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000062s
misc46.gif[562] GIF 450x50+123+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[563] GIF 450x50+119+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000068s
misc46.gif[564] GIF 450x50+172+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[565] GIF 450x50+164+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[566] GIF 450x50+202+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[567] GIF 450x50+286+47 PseudoClass 16c 8-bit 1.2Mi 0.010u 0m:0.000066s
misc46.gif[568] GIF 450x50+325+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[569] GIF 450x50+191+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000077s
misc46.gif[570] GIF 450x50+173+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000078s
misc46.gif[571] GIF 450x50+116+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[572] GIF 450x50+156+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000054s
misc46.gif[573] GIF 450x50+235+50 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[574] GIF 450x50+205+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000085s
misc46.gif[575] GIF 450x50+254+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[576] GIF 450x50+310+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000070s
misc46.gif[577] GIF 450x50+326+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000065s
misc46.gif[578] GIF 450x50+317+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[579] GIF 450x50+318+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000120s
misc46.gif[580] GIF 450x50+184+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000056s
misc46.gif[581] GIF 450x50+267+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000074s
misc46.gif[582] GIF 450x50+217+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[583] GIF 450x50+341+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000066s
misc46.gif[584] GIF 450x50+310+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000069s
misc46.gif[585] GIF 450x50+119+47 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000073s
misc46.gif[586] GIF 450x50+294+49 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000067s
misc46.gif[587] GIF 450x50+127+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000064s
misc46.gif[588] GIF 450x50+196+48 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[589] GIF 450x50+174+46 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000055s
misc46.gif[590] GIF 450x50+312+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000057s
misc46.gif[591] GIF 450x50+191+52 PseudoClass 16c 8-bit 1.2Mi 0.000u 0m:0.000058s
